Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P62633	reviewed	CNBP_HUMAN	CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9)	CNBP RNF163 ZNF9	Homo sapiens (Human)	177	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; G-quadruplex DNA binding [GO:0051880]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; translation regulator activity [GO:0045182]; zinc ion binding [GO:0008270]; cholesterol homeostasis [GO:0042632]; G-quadruplex DNA formation [GO:0071919]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]
P62805	reviewed	H4_HUMAN	Histone H4	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4	Homo sapiens (Human)	103	CENP-A containing nucleosome [GO:0043505]; chromosome, telomeric region [GO:0000781]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]; structural constituent of chromatin [GO:0030527]; chromatin organization [GO:0006325]; negative regulation of megakaryocyte differentiation [GO:0045653]; nucleosome assembly [GO:0006334]; protein localization to CENP-A containing chromatin [GO:0061644]; telomere organization [GO:0032200]
P62826	reviewed	RAN_HUMAN	GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	RAN ARA24 OK/SW-cl.81	Homo sapiens (Human)	216	centriole [GO:0005814]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; male germ cell nucleus [GO:0001673]; manchette [GO:0002177]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; recycling endosome [GO:0055037]; RNA nuclear export complex [GO:0042565]; sperm flagellum [GO:0036126]; cadherin binding [GO:0045296]; chromatin binding [GO:0003682]; dynein intermediate chain binding [GO:0045505]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; importin-alpha family protein binding [GO:0061676]; magnesium ion binding [GO:0000287]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; actin cytoskeleton organization [GO:0030036]; cell division [GO:0051301]; cellular response to mineralocorticoid stimulus [GO:0071389]; DNA metabolic process [GO:0006259]; GTP metabolic process [GO:0046039]; hippocampus development [GO:0021766]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle organization [GO:0007052]; positive regulation of protein binding [GO:0032092]; positive regulation of protein import into nucleus [GO:0042307]; pre-miRNA export from nucleus [GO:0035281]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606]; protein localization to nucleolus [GO:1902570]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]; ribosomal subunit export from nucleus [GO:0000054]; snRNA import into nucleus [GO:0061015]; spermatid development [GO:0007286]; viral process [GO:0016032]
P62937	reviewed	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	PPIA CYPA	Homo sapiens (Human)	165	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]; vesicle [GO:0031982]; cyclosporin A binding [GO:0016018]; heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; virion binding [GO:0046790]; activation of protein kinase B activity [GO:0032148]; apoptotic process [GO:0006915]; cell adhesion molecule production [GO:0060352]; cellular response to oxidative stress [GO:0034599]; endothelial cell activation [GO:0042118]; leukocyte chemotaxis [GO:0030595]; lipid droplet organization [GO:0034389]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein K48-linked ubiquitination [GO:0061944]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress-activated MAPK cascade [GO:0032873]; negative regulation of viral life cycle [GO:1903901]; neuron differentiation [GO:0030182]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein secretion [GO:0050714]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of viral genome replication [GO:0045069]; viral release from host cell [GO:0019076]
P62993	reviewed	GRB2_HUMAN	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217	cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; centrosome [GO:0005813]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Grb2-EGFR complex [GO:0070436]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]; ephrin receptor binding [GO:0046875]; epidermal growth factor receptor binding [GO:0005154]; guanyl-nucleotide exchange factor adaptor activity [GO:0005091]; identical protein binding [GO:0042802]; insulin receptor substrate binding [GO:0043560]; neurotrophin TRKA receptor binding [GO:0005168]; phosphotyrosine residue binding [GO:0001784]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]; SH3 domain binding [GO:0017124]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]; actin cytoskeleton organization [GO:0030036]; B cell receptor signaling pathway [GO:0050853]; branching involved in labyrinthine layer morphogenesis [GO:0060670]; cellular response to ionizing radiation [GO:0071479]; endodermal cell differentiation [GO:0035987]; epidermal growth factor receptor signaling pathway [GO:0007173]; fibroblast growth factor receptor signaling pathway [GO:0008543]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; myelination [GO:0042552]; natural killer cell mediated cytotoxicity [GO:0042267]; negative regulation of natural killer cell mediated cytotoxicity [GO:0045953]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; Ras protein signal transduction [GO:0007265]; receptor internalization [GO:0031623]; regulation of MAPK cascade [GO:0043408]; Schwann cell development [GO:0014044]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770]; T cell activation [GO:0042110]
P62995	reviewed	TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	TRA2B SFRS10	Homo sapiens (Human)	288	nuclear inner membrane [GO:0005637]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spliceosomal complex [GO:0005681]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; cellular response to glucose stimulus [GO:0071333]; cerebral cortex regionalization [GO:0021796]; embryonic brain development [GO:1990403]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of RNA splicing [GO:0043484]; RNA splicing, via transesterification reactions [GO:0000375]
P63104	reviewed	1433Z_HUMAN	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	Homo sapiens (Human)	245	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; melanosome [GO:0042470]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; vesicle [GO:0031982]; cadherin binding [GO:0045296]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; phosphoserine residue binding [GO:0050815]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein sequestering activity [GO:0140311]; RNA binding [GO:0003723]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]; angiogenesis [GO:0001525]; cellular response to glucose starvation [GO:0042149]; ERK1 and ERK2 cascade [GO:0070371]; establishment of Golgi localization [GO:0051683]; Golgi reassembly [GO:0090168]; lung development [GO:0030324]; negative regulation of apoptotic process [GO:0043066]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein localization [GO:0008104]; protein phosphorylation [GO:0006468]; protein targeting [GO:0006605]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of protein stability [GO:0031647]; regulation of synapse maturation [GO:0090128]; respiratory system process [GO:0003016]; signal transduction [GO:0007165]; synaptic target recognition [GO:0008039]; tube formation [GO:0035148]
P63128	reviewed	POK9_HUMAN	Endogenous retrovirus group K member 9 Pol protein (HERV-K(C6) Gag-Pol protein) (HERV-K109 Gag-Pol protein) (HERV-K_6q14.1 provirus ancestral Gag-Pol polyprotein) [Includes: Protease (EC 3.4.23.50) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p66 RT)]	ERVK-9	Homo sapiens (Human)	1117	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; structural molecule activity [GO:0005198]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]; viral translational frameshifting [GO:0075523]
P63162	reviewed	RSMN_HUMAN	Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)	SNRPN HCERN3 SMN	Homo sapiens (Human)	240	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; RNA binding [GO:0003723]; snRNP binding [GO:0070990]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
P63165	reviewed	SUMO1_HUMAN	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	Homo sapiens (Human)	101	cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear speck [GO:0016607]; nuclear stress granule [GO:0097165]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; XY body [GO:0001741]; enzyme binding [GO:0019899]; potassium channel regulator activity [GO:0015459]; protein tag activity [GO:0031386]; RNA binding [GO:0003723]; small protein activating enzyme binding [GO:0044388]; transcription factor binding [GO:0008134]; transporter activator activity [GO:0141109]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-like protein ligase binding [GO:0044389]; ubiquitin-specific protease binding [GO:1990381]; cellular response to cadmium ion [GO:0071276]; cellular response to heat [GO:0034605]; DNA repair [GO:0006281]; negative regulation of action potential [GO:0045759]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; negative regulation of DNA binding [GO:0043392]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of potassium ion transmembrane transporter activity [GO:1901017]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of transcription by transcription factor localization [GO:0010621]; PML body organization [GO:0030578]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein-containing complex assembly [GO:0031334]; protein localization to nuclear pore [GO:0090204]; protein stabilization [GO:0050821]; protein sumoylation [GO:0016925]; regulation of calcium ion transmembrane transport [GO:1903169]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; roof of mouth development [GO:0060021]
P63241	reviewed	IF5A1_HUMAN	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D)	EIF5A	Homo sapiens (Human)	154	annulate lamellae [GO:0005642]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleus [GO:0005634]; synapse [GO:0045202]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; U6 snRNA binding [GO:0017070]; cellular response to virus [GO:0098586]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]; translational elongation [GO:0006414]; tumor necrosis factor-mediated signaling pathway [GO:0033209]
P63244	reviewed	RACK1_HUMAN	Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	Homo sapiens (Human)	317	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; IRE1-RACK1-PP2A complex [GO:1990630]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; small ribosomal subunit [GO:0015935]; BH3 domain binding [GO:0051434]; cadherin binding [GO:0045296]; cyclin binding [GO:0030332]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; enzyme activator activity [GO:0008047]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; ion channel inhibitor activity [GO:0008200]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase inhibitor activity [GO:0030291]; protein tyrosine kinase inhibitor activity [GO:0030292]; receptor tyrosine kinase binding [GO:0030971]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; SH2 domain binding [GO:0042169]; signaling adaptor activity [GO:0035591]; signaling receptor binding [GO:0005102]; translation regulator activity [GO:0045182]; cellular response to glucose stimulus [GO:0071333]; cellular response to growth factor stimulus [GO:0071363]; cytoplasmic translation [GO:0002181]; gastrulation [GO:0007369]; negative regulation of cell growth [GO:0030308]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of gene expression [GO:0010629]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; negative regulation of phagocytosis [GO:0050765]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of protein binding [GO:0032091]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of translation [GO:0017148]; negative regulation of translational frameshifting [GO:2001125]; negative regulation of Wnt signaling pathway [GO:0030178]; pigmentation [GO:0043473]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell migration [GO:0030335]; positive regulation of gastrulation [GO:2000543]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of GTPase activity [GO:0043547]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein-containing complex assembly [GO:0031334]; protein ubiquitination [GO:0016567]; regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106070]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of establishment of cell polarity [GO:2000114]; regulation of protein localization [GO:0032880]; rescue of stalled ribosome [GO:0072344]; rhythmic process [GO:0048511]
